FUND_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,MONTHLY_YIELD,AVG_ANNUAL_MANAGEMENT_FEE,TOTAL_ASSETS
כלל פנסיה עד 50,קרנות חדשות,201702,0.74,0.24,1672.71
כלל פנסיה עד 50,קרנות חדשות,201703,0.5,0.24,1807.24
כלל פנסיה עד 50,קרנות חדשות,201704,0.86,0.24,1905.82
כלל פנסיה עד 50,קרנות חדשות,201705,1.04,0.24,2094.22
כלל פנסיה עד 50,קרנות חדשות,201706,-0.14,0.24,2166.28
כלל פנסיה עד 50,קרנות חדשות,201707,1.19,0.24,2393.76
כלל פנסיה עד 50,קרנות חדשות,201708,0.22,0.24,2569.04
כלל פנסיה עד 50,קרנות חדשות,201709,0.75,0.24,2882.79
כלל פנסיה עד 50,קרנות חדשות,201710,1.21,0.24,3078.03
כלל פנסיה עד 50,קרנות חדשות,201711,0.92,0.24,3210.89
כלל פנסיה עד 50,קרנות חדשות,201712,0.73,0.24,3382.56
כלל פנסיה 50-60,קרנות חדשות,201701,0.29,0.24,508.83
כלל פנסיה 50-60,קרנות חדשות,201702,0.54,0.24,535.17
כלל פנסיה 50-60,קרנות חדשות,201703,0.46,0.24,565.02
כלל פנסיה 50-60,קרנות חדשות,201704,0.85,0.24,587.6
כלל פנסיה 50-60,קרנות חדשות,201705,0.91,0.24,627.04
כלל פנסיה 50-60,קרנות חדשות,201706,-0.11,0.24,642.0
כלל פנסיה 50-60,קרנות חדשות,201707,0.98,0.24,680.39
כלל פנסיה 50-60,קרנות חדשות,201708,0.29,0.24,709.03
כלל פנסיה 50-60,קרנות חדשות,201709,0.61,0.24,808.23
כלל פנסיה 50-60,קרנות חדשות,201710,0.98,0.24,835.48
כלל פנסיה 50-60,קרנות חדשות,201711,0.81,0.24,865.68
כלל פנסיה 50-60,קרנות חדשות,201712,0.65,0.24,895.03
כלל פנסיה 60 ומעלה,קרנות חדשות,201701,0.26,0.24,369.65
כלל פנסיה 60 ומעלה,קרנות חדשות,201702,0.3,0.24,379.88
כלל פנסיה 60 ומעלה,קרנות חדשות,201703,0.52,0.24,390.92
כלל פנסיה 60 ומעלה,קרנות חדשות,201704,0.85,0.24,400.95
כלל פנסיה 60 ומעלה,קרנות חדשות,201705,0.83,0.24,431.59
כלל פנסיה 60 ומעלה,קרנות חדשות,201706,-0.16,0.24,435.52
כלל פנסיה 60 ומעלה,קרנות חדשות,201707,0.87,0.24,452.55
כלל פנסיה 60 ומעלה,קרנות חדשות,201708,0.42,0.24,465.75
כלל פנסיה 60 ומעלה,קרנות חדשות,201709,0.4,0.24,517.83
כלל פנסיה 60 ומעלה,קרנות חדשות,201710,0.75,0.24,527.02
כלל פנסיה 60 ומעלה,קרנות חדשות,201711,0.74,0.24,543.14
כלל פנסיה 60 ומעלה,קרנות חדשות,201712,0.54,0.24,553.27
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201701,-0.22,0.7,4.29
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201702,0.86,0.7,4.83
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201703,0.02,0.7,4.95
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201704,0.99,0.7,5.14
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201705,1.47,0.7,5.41
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201706,-0.81,0.7,5.27
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201707,1.45,0.7,5.26
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201708,0.31,0.7,5.26
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201709,0.25,0.7,5.44
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201710,1.16,0.7,5.81
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201711,0.65,0.7,5.98
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201712,0.78,0.7,6.05
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201701,-0.2,0.7,2.48
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201702,0.62,0.7,2.56
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201703,0.15,0.7,2.39
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201704,1.0,0.7,2.43
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201705,1.32,0.7,2.5
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201706,-0.77,0.7,2.32
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201707,1.37,0.7,2.45
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201708,0.32,0.7,2.43
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201709,0.28,0.7,2.45
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201710,1.09,0.7,2.51
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201711,0.63,0.7,2.57
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201712,0.75,0.7,2.37
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201701,-0.01,0.7,2.5
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201702,0.45,0.7,2.5
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201703,0.27,0.7,2.66
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201704,0.85,0.7,2.29
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201705,1.09,0.7,2.36
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201706,-0.59,0.7,2.61
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201707,1.08,0.7,2.68
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201708,0.45,0.7,2.68
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201709,0.24,0.7,2.69
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201710,0.77,0.7,2.71
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201711,0.56,0.7,2.75
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201712,0.6,0.7,3.22
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201701,0.44,0.26,724.49
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201702,1.42,0.26,784.9
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201703,1.07,0.26,855.84
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201704,1.01,0.26,928.87
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201705,1.45,0.26,1028.05
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201706,0.09,0.26,1097.8
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201707,1.05,0.26,1199.17
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201708,0.9,0.26,1322.56
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201709,0.65,0.26,1409.92
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201710,1.49,0.26,1501.37
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201711,0.78,0.26,1598.08
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201712,1.3,0.26,1721.85
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201701,0.4,0.26,102.59
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201702,1.17,0.26,107.91
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201703,0.92,0.26,112.56
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201704,0.82,0.26,121.07
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201705,1.19,0.26,126.69
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201706,0.0,0.26,131.22
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201707,1.09,0.26,141.29
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201708,0.78,0.26,148.04
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201709,0.5,0.26,157.6
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201710,1.19,0.26,170.07
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201711,0.57,0.26,180.79
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201712,1.03,0.26,189.1
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201701,0.23,0.26,32.67
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201702,0.46,0.26,33.54
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201703,0.49,0.26,33.97
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201704,0.7,0.26,35.94
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201705,0.74,0.26,36.61
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201706,-0.07,0.26,37.38
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201707,0.87,0.26,41.46
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201708,0.6,0.26,41.64
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201709,0.25,0.26,42.17
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201710,0.64,0.26,46.2
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201711,0.38,0.26,47.7
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201712,0.52,0.26,48.67
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201701,-0.07,0.26,3.11
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201702,0.78,0.26,3.5
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201703,0.51,0.26,3.78
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201704,0.88,0.26,4.12
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201705,0.86,0.26,4.36
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201706,-0.27,0.26,4.95
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201707,0.57,0.26,5.55
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201708,0.6,0.26,6.07
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201709,0.64,0.26,7.75
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201710,0.96,0.26,9.86
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201711,0.55,0.26,11.24
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201712,0.96,0.26,12.14
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201701,0.38,0.85,16.08
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201702,1.2,0.85,16.5
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201703,1.05,0.85,16.51
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201704,1.28,0.85,17.16
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201705,1.42,0.85,17.7
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201706,-0.42,0.85,18.42
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201707,1.48,0.85,19.52
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201708,1.02,0.85,21.01
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201709,0.35,0.85,22.14
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201710,1.47,0.85,24.05
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201711,0.83,0.85,25.65
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201712,1.6,0.85,27.64
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201701,0.35,0.85,13.45
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201702,0.95,0.85,13.55
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201703,0.89,0.85,13.57
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201704,1.03,0.85,13.73
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201705,1.18,0.85,13.94
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201706,-0.41,0.85,13.72
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201707,1.32,0.85,13.82
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201708,0.86,0.85,13.59
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201709,0.29,0.85,13.77
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201710,1.19,0.85,14.05
